feature,family,fed_subset,price_action,source,available_from,description,coverage_cpi_discovery,coverage_nfp_discovery,in_models,rule_primitive_eligible
f_pa_m1_outside,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_bull_engulf,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_bear_engulf,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_hh,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_ll,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_hl,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_lh,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_seq3,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_upbars5,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_rsi14,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_roc10_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_bb_pctb,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_bb_width_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_donch_pos,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_donch_break,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_ema20_dist_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_ema20_slope_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m1_compress5,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b1_dir,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b1_body,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b1_cloc,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b1_range_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b1_uwick,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b1_lwick,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b2_dir,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b2_body,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b2_cloc,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b2_range_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b2_uwick,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b2_lwick,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b3_dir,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b3_body,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b3_cloc,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b3_range_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b3_uwick,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_b3_lwick,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_inside,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_outside,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_bull_engulf,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_bear_engulf,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_hh,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_ll,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_hl,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_lh,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_seq3,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_upbars5,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_rsi14,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_roc10_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_bb_pctb,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_bb_width_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_donch_pos,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_donch_break,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_ema20_dist_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_ema20_slope_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m5_compress5,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b1_dir,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b1_body,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b1_cloc,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b1_range_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b1_uwick,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b1_lwick,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b2_dir,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b2_body,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b2_cloc,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b2_range_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b2_uwick,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b2_lwick,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b3_dir,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b3_body,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b3_cloc,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b3_range_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b3_uwick,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_b3_lwick,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_inside,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_outside,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_bull_engulf,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_bear_engulf,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_hh,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
